title,year,original_release_date_parsed,domestic_gross,international_gross,worldwide_gross,production_budget,profit_proxy,roi_proxy,tomatometer_rating,tomatometer_count,genres,runtime,directors,lead_actor,lead_actor_has_oscar,lead_actor_tier,lead_actor_status,star_power_score,is_animated,is_live_action,is_franchise,is_sequel,is_standalone,lead_actor_clean
Solo: A Star Wars Story,2018,2018-05-25,213767512,179157295,392924807,250000000,142924807,0.571699228,70,474,"Action & Adventure, Drama, Science Fiction & Fantasy",135,Ron Howard,Alden Ehrenreich Emilia Clarke Donald Glover Woody Harrelson Thandiwe Newton,0,B,trending,58.7609075,0,1,1,0,0,alden ehrenreich emilia clarke donald glover woody harrelson thandiwe newton
Spider-Man: Into the Spider-Verse,2018,2018-12-14,190241310,185341327,375582637,90000000,285582637,3.173140411,97,383,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy",117,"Bob Persichetti, Peter Ramsey, Rodney Rothman",Shameik Moore  Jake Johnson  Hailee Steinfeld  Mahershala Ali  Brian Tyree Henry Lily Tomlin,0,B,trending,57.90575916,1,0,1,0,0,shameik moore  jake johnson  hailee steinfeld  mahershala ali  brian tyree henry lily tomlin
Fifty Shades Freed,2018,2018-02-09,100407760,271577258,371985018,55000000,316985018,5.763363964,11,192,Drama,105,James Foley,Dakota Johnson Jamie Dornan Luke Grimes Arielle Kebbel,0,B,trending,57.78359511,0,1,0,0,1,dakota johnson jamie dornan luke grimes arielle kebbel
The Nun,2018,2018-09-07,117450119,248600000,366050119,22000000,344050119,15.63864177,25,202,Horror,96,Corin Hardy,Taissa Farmiga Bonnie Aarons Jonas Bloquet Demián Bichir Vera Farmiga,0,B,trending,57.66143106,0,1,0,0,1,taissa farmiga bonnie aarons jonas bloquet demián bichir vera farmiga
Peter Rabbit,2018,2018-02-09,115253424,236013009,351266433,50000000,301266433,6.02532866,63,146,"Action & Adventure, Animation, Comedy, Kids & Family",95,Will Gluck,James Corden  Domhnall Gleeson Rose Byrne Margot Robbie Daisy Ridley,0,B,trending,56.92844677,1,0,0,0,1,james corden  domhnall gleeson rose byrne margot robbie daisy ridley
A Quiet Place,2018,2018-04-06,188024361,152915000,340939361,17000000,323939361,19.05525653,96,373,"Drama, Horror, Mystery & Suspense",90,John Krasinski,John Krasinski Emily Blunt Millicent Simmonds Noah Jupe Djimon Hounsou,0,B,trending,56.43979058,0,1,0,0,1,john krasinski emily blunt millicent simmonds noah jupe djimon hounsou
Green Book,2018,2018-11-21,85080171,236672485,321752656,23000000,298752656,12.98924591,77,354,Drama,130,Peter Farrelly,Viggo Mortensen Mahershala Ali  Nick Vallelonga Linda Cardellini Dimiter D. Marinov,0,B,trending,55.70680628,0,1,0,0,1,viggo mortensen mahershala ali  nick vallelonga linda cardellini dimiter d. marinov
Skyscraper,2018,2018-07-13,68420120,236448841,304868961,125000000,179868961,1.438951688,48,286,"Action & Adventure, Drama",102,Rawson Marshall Thurber,"Dwayne Johnson Neve Campbell Chin Han Pablo Schreiber McKenna Roberts
",0,B,trending,54.72949389,0,1,0,0,1,dwayne johnson neve campbell chin han pablo schreiber mckenna roberts
Maze Runner: The Death Cure,2018,2018-01-26,58032443,230142892,288175335,62000000,226175335,3.647989274,43,169,"Action & Adventure, Drama, Science Fiction & Fantasy",142,Wes Ball,Dylan O'Brien Thomas Brodie-Sangster Kaya Scodelario Ki Hong Lee Will Poulter,0,B,trending,54.11867365,0,1,0,0,1,dylan o'brien thomas brodie-sangster kaya scodelario ki hong lee will poulter
Tomb Raider,2018,2018-03-16,58250803,216700000,274950803,90000000,184950803,2.055008922,51,315,"Action & Adventure, Drama, Science Fiction & Fantasy",118,Roar Uthaug,Alicia Vikander Daniel Wu Walton Goggins Dominic West Alexandre Willaume,0,B,trending,53.7521815,0,1,0,0,1,alicia vikander daniel wu walton goggins dominic west alexandre willaume
Halloween,2018,2018-10-19,159342015,96143163,255485178,10000000,245485178,24.5485178,79,371,Horror,106,David Gordon Green,Jamie Lee Curtis James Jude Courtney Andi Matichak  Nick Castle Judy Greer,0,B,trending,53.01919721,0,1,0,0,1,jamie lee curtis james jude courtney andi matichak  nick castle judy greer
Crazy Rich Asians,2018,2018-08-15,174532921,64500000,239032921,30000000,209032921,6.967764033,91,352,Comedy,120,Jon M. Chu,Constance Wu Henry Golding Gemma Chan Ken Jeong Harry Shum Jr,0,B,trending,51.55322862,0,1,0,0,1,constance wu henry golding gemma chan ken jeong harry shum jr
Smallfoot,2018,2018-09-28,83240103,134700000,217940103,80000000,137940103,1.724251288,75,126,"Action & Adventure, Animation, Comedy, Kids & Family",96,Karey Kirkpatrick,Channing Tatum Zendaya Gina Rodriguez James Corden Danny DeVito,0,B,trending,50.33158813,1,0,0,0,1,channing tatum zendaya gina rodriguez james corden danny devito
Creed II,2018,2018-11-21,115715889,98500000,214215889,50000000,164215889,3.28431778,83,303,"Action & Adventure, Drama, Sports & Fitness",130,Steven Caple Jr.,Michael B. Jordan Sylvester Stallone Florian Munteanu Dolph Lundgren Tessa Thompson,0,B,trending,49.84293194,0,1,0,1,0,michael b. jordan sylvester stallone florian munteanu dolph lundgren tessa thompson
Us and Them,2018,2018-03-16,0,209221380,209221380,20000000,189221380,9.461069,60,20,"Art House & International, Horror, Mystery & Suspense",83,Joseph Martin,Zhou Dongyu Boran Jing Tian Zhuangzhuang Li Dong Liu Qiheng,0,B,trending,49.59860384,0,1,0,0,1,zhou dongyu boran jing tian zhuangzhuang li dong liu qiheng
Christopher Robin,2018,2018-08-03,99215042,98529335,197744377,75000000,122744377,1.636591693,73,270,"Action & Adventure, Comedy, Kids & Family",104,Marc Forster,Ewan McGregor Jim Cummings Hayley Atwell Bronte Carmichael Brad Garrett,0,C,trending,48.4991274,0,1,0,0,1,ewan mcgregor jim cummings hayley atwell bronte carmichael brad garrett
The Mule,2018,2018-12-14,103804407,71000000,174804407,50000000,124804407,2.49608814,70,189,"Drama, Mystery & Suspense",116,Clint Eastwood,Clint Eastwood Bradley Cooper Alison Eastwood Dianne Wiest Andy Garcia,0,C,trending,46.17801047,0,1,0,0,1,clint eastwood bradley cooper alison eastwood dianne wiest andy garcia
The Nutcracker and the Four Realms,2018,2018-11-02,54858851,119102218,173961069,126500000,47461069,0.3751863162,32,202,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",99,"Lasse Hallstrom, Joe Johnston",Mackenzie Foy Keira Knightley Misty Copeland Jayden Fowora-Knight Jayden Fowora-Knight,0,C,trending,45.93368237,0,1,0,0,1,mackenzie foy keira knightley misty copeland jayden fowora-knight jayden fowora-knight
Insidious: The Last Key,2018,2018-01-05,67745330,100140258,167885588,10000000,157885588,15.7885588,33,111,Horror,103,Adam Robitel,Leigh Whannell Lin Shaye Angus Sampson Bruce Davison Kirk Acevedo,0,C,trending,45.07853403,0,1,0,0,1,leigh whannell lin shaye angus sampson bruce davison kirk acevedo
The Predator,2018,2018-09-14,51024708,109517426,160542134,88000000,72542134,0.8243424318,32,288,"Action & Adventure, Horror, Science Fiction & Fantasy",106,Shane Black,Boyd Holbrook Olivia Munn Jacob Tremblay Brian A. Prince Trevante Rhodes,0,C,trending,44.46771379,0,1,0,0,1,boyd holbrook olivia munn jacob tremblay brian a. prince trevante rhodes
Red Sparrow,2018,2018-03-02,46874505,104698129,151572634,69000000,82572634,1.196704841,45,296,"Action & Adventure, Drama, Mystery & Suspense",139,Francis Lawrence,Jennifer Lawrence Joel Edgerton Matthias Schoenaerts Charlotte Rampling Jeremy Irons,0,C,trending,43.12390925,0,1,0,0,1,jennifer lawrence joel edgerton matthias schoenaerts charlotte rampling jeremy irons
The First Purge,2018,2018-07-04,69488745,67567517,137056262,13000000,124056262,9.542789385,56,171,Horror,97,Gerard McMurray,Y'lan Noel Lex Scott Davis Luna Lauren Velez Mo McRae Rotimi Paul,0,C,trending,41.29144852,0,1,0,0,1,y'lan noel lex scott davis luna lauren velez mo mcrae rotimi paul
A Wrinkle in Time,2018,2018-03-09,100478608,32197256,132675864,51501009,81174855,1.576179896,42,334,"Action & Adventure, Drama, Kids & Family, Science Fiction & Fantasy",109,Ava DuVernay,Storm Reid Oprah Winfrey Reese Witherspoon Mindy Kaling Chris Pine,0,C,trending,40.68062827,0,1,0,0,1,storm reid oprah winfrey reese witherspoon mindy kaling chris pine
The House with a Clock in Its Walls,2018,2018-09-21,68549695,62907452,131457147,42000000,89457147,2.129932071,66,215,"Comedy, Kids & Family, Science Fiction & Fantasy",105,Eli Roth,Jack Black Eli Roth Cate Blanchett Owen Vaccaro Kyle MacLachlan,0,C,trending,40.55846422,0,1,0,0,1,jack black eli roth cate blanchett owen vaccaro kyle maclachlan
Instant Family,2018,2018-11-16,67363237,53192964,120556201,48000000,72556201,1.511587521,80,152,Comedy,119,Sean Anders,Mark Wahlberg Rose Byrne Isabela Merced Octavia Spencer Gustavo Escobar,0,C,trending,38.97033159,0,1,0,0,1,mark wahlberg rose byrne isabela merced octavia spencer gustavo escobar
Game Night,2018,2018-02-23,69179066,48500000,117679066,18501009,99178057,5.360683679,85,252,"Comedy, Mystery & Suspense",100,"Jonathan M. Goldstein, John Francis Daley",Jason Bateman Rachel McAdams Billy Magnussen Sharon Horgan Lamorne Morris,0,C,trending,38.23734729,0,1,0,0,1,jason bateman rachel mcadams billy magnussen sharon horgan lamorne morris
The Monkey King 3,2018,2018-02-16,187074,114897502,115084576,250000001.5,-134915425.5,-0.5396616988,33,6,"Action & Adventure, Science Fiction & Fantasy",116,Pou-Soi Cheang,Aaron Kwok  Feng Shaofeng Xiaoshenyang Lin Chi-ling Him Law,0,C,trending,38.11518325,0,1,0,1,0,aaron kwok  feng shaofeng xiaoshenyang lin chi-ling him law
First Man,2018,2018-10-12,44936545,60760870,105697415,29501009,76196406,2.582840675,86,444,Drama,141,Damien Chazelle,Ryan Gosling Jason Clarke Patrick Fugit James R. Hansen Connor Blodgett,0,C,trending,36.40488656,0,1,0,0,1,ryan gosling jason clarke patrick fugit james r. hansen connor blodgett
Book Club,2018,2018-05-18,68566296,35871892,104438188,14000000,90438188,6.459870571,54,184,Comedy,104,Bill Holderman,Diane Keaton Jane Fonda Candice Bergen Mary Steenburgen Andy Garcia,0,C,trending,36.03839442,0,1,0,0,1,diane keaton jane fonda candice bergen mary steenburgen andy garcia
Night School,2018,2018-09-28,77339130,25766748,103105878,29000000,74105878,2.555375103,26,140,Comedy,111,Malcolm D. Lee,Kevin Hart Tiffany Haddish Rob Riggle Romany Malco Megalyn Echikunwoke,0,C,trending,35.91623037,0,1,0,0,1,kevin hart tiffany haddish rob riggle romany malco megalyn echikunwoke
A Simple Favor,2018,2018-09-14,53548586,44096031,97644617,20000000,77644617,3.88223085,84,247,Mystery & Suspense,117,Paul Feig,Anna Kendrick Blake Lively Henry Golding Nicole Peters Ava LaFramboise Linda Cardellini,0,C,trending,34.93891798,0,1,0,0,1,anna kendrick blake lively henry golding nicole peters ava laframboise linda cardellini
Alpha,2018,2018-08-17,35857181,61397147,97254328,51000000,46254328,0.9069476078,80,132,"Action & Adventure, Drama, Mystery & Suspense",97,Albert Hughes,Kodi Smit-McPhee Jóhannes Haukur Jóhannesson Natassia Malthe Leonor Varela Spencer Bogaert,0,C,trending,34.69458988,0,1,0,0,1,kodi smit-mcphee jóhannes haukur jóhannesson natassia malthe leonor varela spencer bogaert
The Favourite,2018,2018-11-23,34366783,61551923,95918706,15000000,80918706,5.3945804,93,405,Drama,120,Yorgos Lanthimos,Olivia Colman Emma Stone Rachel Weisz Nicholas Hoult Joe Alwyn,0,C,trending,34.45026178,0,1,0,0,1,olivia colman emma stone rachel weisz nicholas hoult joe alwyn
I Feel Pretty,2018,2018-04-20,48795601,45743825,94539426,32000000,62539426,1.954357063,35,226,Comedy,110,"Abby Kohn, Marc Silverstein",Amy Schumer Michelle Williams Busy Philipps Rory Scovel Emily Ratajkowski,0,C,trending,34.20593368,0,1,0,0,1,amy schumer michelle williams busy philipps rory scovel emily ratajkowski
Blockers,2018,2018-04-06,60311495,33705799,94017294,21000000,73017294,3.477014,84,225,Comedy,102,Kay Cannon,Ike Barinholtz John Cena Geraldine Viswanathan Kathryn Newton Gideon Adlon,0,C,trending,33.59511344,0,1,0,0,1,ike barinholtz john cena geraldine viswanathan kathryn newton gideon adlon
BlacKkKlansman,2018,2018-08-10,49275340,44125483,93400823,15000000,78400823,5.226721533,96,436,"Comedy, Drama",134,Spike Lee,John David Washington Adam Driver Topher Grace Laura Harrier Jasper Pääkkönen,0,C,trending,33.47294939,0,1,0,0,1,john david washington adam driver topher grace laura harrier jasper pääkkönen
Goosebumps 2: Haunted Halloween,2018,2018-10-12,46700633,46619747,93320380,17500001,75820379,4.332592838,47,95,"Comedy, Horror, Kids & Family",90,Ari Sandel,Jeremy Ray Taylor Jack Black Madison Iseman Caleel Harris,0,C,trending,33.35078534,0,1,0,1,0,jeremy ray taylor jack black madison iseman caleel harris
Overboard,2018,2018-05-04,50316123,40928790,91244913,12000000,79244913,6.60374275,24,89,"Comedy, Romance",112,Rob Greenberg,Eugenio Derbez Anna Faris Eva Longoria Payton Lepinski John Hannah,0,C,trending,32.61780105,0,1,0,0,1,eugenio derbez anna faris eva longoria payton lepinski john hannah
Sherlock Gnomes,2018,2018-03-23,43242871,47254907,90497778,59000000,31497778,0.5338606441,27,66,"Action & Adventure, Animation, Comedy, Kids & Family",86,John Stevenson,Johnny Depp Emily Blunt Chiwetel Ejiofor Michael Caine Kelly Asbury,0,C,trending,32.37347295,1,0,0,0,1,johnny depp emily blunt chiwetel ejiofor michael caine kelly asbury
Robin Hood,2018,2018-11-21,30824628,55664403,86489031,50001009,36488022,0.7297457137,15,165,"Action & Adventure, Drama",118,Otto Bathurst,Taron Egerton Jamie Foxx Jamie Dornan Eve Hewson Ben Mendelsohn,0,C,trending,32.0069808,0,1,0,0,1,taron egerton jamie foxx jamie dornan eve hewson ben mendelsohn
I Can Only Imagine,2018,2018-03-16,83482352,2604529,86086881,7000000,79086881,11.29812586,63,32,"Drama, Kids & Family",110,"Jon Erwin, Andrew Erwin",Dennis Quaid Amy Grant Kevin Downes Trace Adkins Kelli Caldwell,0,C,trending,31.76265271,0,1,0,0,1,dennis quaid amy grant kevin downes trace adkins kelli caldwell
Mortal Engines,2018,2018-12-14,15951040,67721633,83672673,100000000,-16327327,-0.16327327,26,186,"Action & Adventure, Science Fiction & Fantasy",128,Christian Rivers,Robert Sheehan Hera Hilmar Hugo Weaving Leila George Stephen Lang,0,C,trending,31.02966841,0,1,0,0,1,robert sheehan hera hilmar hugo weaving leila george stephen lang
Den of Thieves,2018,2018-01-19,44947622,35562000,80509622,30000000,50509622,1.683654067,41,135,"Action & Adventure, Drama",140,Christian Gudegast,Gerard Butler O'Shea Jackson Jr. 50 Cent Pablo Schreiber Meadow Williams,0,C,trending,30.41884817,0,1,0,0,1,gerard butler o'shea jackson jr. 50 cent pablo schreiber meadow williams
Hereditary,2018,2018-06-08,44069456,35926845,79996301,1000000,78996301,78.996301,89,371,"Drama, Horror",127,Ari Aster,Toni Collette Alex Wolff Milly Shapiro Gabriel Byrne Mallory Bechtel,0,C,trending,30.29668412,0,1,0,0,1,toni collette alex wolff milly shapiro gabriel byrne mallory bechtel
Tag,2018,2018-06-15,54730625,23500000,78230625,28000000,50230625,1.793950893,56,200,Comedy,100,Jeff Tomsic,Jeremy Renner Jon Hamm Ed Helms Isla Fisher Annabelle Wallis,0,C,trending,29.44153578,0,1,0,0,1,jeremy renner jon hamm ed helms isla fisher annabelle wallis
Vice,2018,2018-12-25,47836282,28237206,76073488,60000000,16073488,0.2678914667,65,359,Drama,132,Adam McKay,Christian Bale Steve Carrel Tyler Perry Sam Rockwell Lily Rabe,0,C,trending,28.95287958,0,1,0,0,1,christian bale steve carrel tyler perry sam rockwell lily rabe
Widows,2018,2018-11-16,42402632,33582068,75984700,21001009,54983691,2.618145204,91,411,Drama,128,Steve McQueen (III),Viola Davis Liam Neeson Elizabeth Debicki Michelle Rodriguez Colin Farrell,0,C,trending,28.83071553,0,1,0,0,1,viola davis liam neeson elizabeth debicki michelle rodriguez colin farrell
Sicario: Day of the Soldado,2018,2018-06-29,50072235,25765508,75837743,35000000,40837743,1.166792657,62,285,"Action & Adventure, Drama",122,Stefano Sollima,Benicio del Toro Josh Brolin Isabela Merced Jeffrey Donovan Manuel Garcia-Rulfo,0,C,trending,28.70855148,0,1,0,0,1,benicio del toro josh brolin isabela merced jeffrey donovan manuel garcia-rulfo
Searching,2018,2018-08-31,26020957,49441080,75462037,880000,74582037,84.75231477,92,248,Mystery & Suspense,102,Aneesh Chaganty,John Cho Michelle La Debra Messing Briana McLean Sara Sohn,0,C,trending,28.46422339,0,1,0,0,1,john cho michelle la debra messing briana mclean sara sohn
The Spy Who Dumped Me,2018,2018-08-03,33562069,41758611,75320680,40000000,35320680,0.883017,49,206,"Action & Adventure, Comedy",116,Susanna Fogel,Mila Kunis Kate McKinnon Sam Heughan Justin Theroux Ivanna Sakhno,0,C,trending,28.34205934,0,1,0,0,1,mila kunis kate mckinnon sam heughan justin theroux ivanna sakhno
Second Act,2018,2018-12-21,39282227,33000000,72282227,16000000,56282227,3.517639188,44,110,"Comedy, Romance",104,Peter Segal,Jennifer Lopez Milo Ventimiglia Vanessa Hudgens Leah Remini Dan Bucatinsky,0,C,trending,27.73123909,0,1,0,0,1,jennifer lopez milo ventimiglia vanessa hudgens leah remini dan bucatinsky
12 Strong,2018,2018-01-19,45819713,21539477,67359190,35000000,32359190,0.9245482857,50,171,"Action & Adventure, Drama",130,Nicolai Fuglsig,Chris Hemsworth Michael Peña Michael Shannon William Fichtner Thad Luckinbill,0,C,trending,26.9982548,0,1,0,0,1,chris hemsworth michael peña michael shannon william fichtner thad luckinbill
"Love, Simon",2018,2018-03-16,40826341,25489948,66316289,17000000,49316289,2.900958176,91,229,Drama,110,Greg Berlanti,Nick Robinson Keiynan Lonsdale Katherine Langford Josh Duhamel Jennifer Garner,0,C,trending,26.63176265,0,1,0,0,1,nick robinson keiynan lonsdale katherine langford josh duhamel jennifer garner
Mile 22,2018,2018-08-17,36108758,30200000,66308758,25000011,41308747,1.652349153,23,189,Action & Adventure,95,Peter Berg,Mark Wahlberg Peter Berg Iko Uwais Lauren Cohan John Malkovich,0,C,trending,26.5095986,0,1,0,0,1,mark wahlberg peter berg iko uwais lauren cohan john malkovich
Life of the Party,2018,2018-05-11,53059911,12600000,65659911,30000000,35659911,1.1886637,38,151,Comedy,105,Ben Falcone,Melissa McCarthy Deanna Miles  Matt Walsh Molly Gordon Jacki Weaver,0,C,trending,26.26527051,0,1,0,0,1,melissa mccarthy deanna miles  matt walsh molly gordon jacki weaver
Isle of Dogs,2018,2018-04-13,32015231,32226268,64241499,35000000,29241499,0.8354714,90,358,"Action & Adventure, Animation, Comedy",101,Wes Anderson,Bill Murray Edward Norton Bryan Cranston Tilda Swinton Jeff Goldblum,0,C,trending,25.89877836,1,0,0,0,1,bill murray edward norton bryan cranston tilda swinton jeff goldblum
Adrift,2018,2018-06-01,31445012,28500000,59945012,17501009,42444003,2.425231768,69,197,"Drama, Romance",120,Baltasar Kormákur,Shailene Woodley Sam Claflin Tami Oldham Ashcraft Grace Palmer Elizabeth Hawthorne,0,C,trending,23.57766143,0,1,0,0,1,shailene woodley sam claflin tami oldham ashcraft grace palmer elizabeth hawthorne
The 15:17 to Paris,2018,2018-02-09,36276286,20900000,57176286,30000000,27176286,0.9058762,23,165,Drama,94,Clint Eastwood,Spencer Stone Jenna Fischer Camille Razat Judy Greer Jaleel White,0,C,trending,23.08900524,0,1,0,0,1,spencer stone jenna fischer camille razat judy greer jaleel white
